x,y,z,V,triangle
-4.0000000000000000e+00,-1.5000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,46
-4.0000000000000000e+00,5.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,46
-4.0000000000000000e+00,-1.5000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,47
-4.0000000000000000e+00,-6.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,47
-4.0000000000000000e+00,-6.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,47
-4.0000000000000000e+00,-1.5000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,48
-4.0000000000000000e+00,-6.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,48
-4.0000000000000000e+00,-1.5000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,48
-4.0000000000000000e+00,-6.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,49
-4.0000000000000000e+00,-8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,49
-4.0000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,49
-4.0000000000000000e+00,-6.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,50
-4.0000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,50
-4.0000000000000000e+00,-6.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,50
-4.0000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,51
0.0000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,51
0.0000000000000000e+00,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,51
-4.0000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,52
0.0000000000000000e+00,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,52
-4.0000000000000000e+00,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,52
0.0000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,53
1.4840742039999988e-01,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,53
1.4840742039999988e-01,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,53
0.0000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,54
1.4840742039999988e-01,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,54
0.0000000000000000e+00,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,54
1.4840742039999988e-01,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,55
1.0000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,55
1.0000000000000000e+00,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,55
1.4840742039999988e-01,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,56
1.0000000000000000e+00,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,56
1.4840742039999988e-01,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,56
1.0000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,57
1.9047973224000003e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,57
1.9047973224000003e+00,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,57
1.0000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,58
1.9047973224000003e+00,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,58
1.0000000000000000e+00,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,58
1.9047973224000003e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,59
2.0000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,59
2.0000000000000000e+00,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,59
1.9047973224000003e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,60
2.0000000000000000e+00,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,60
1.9047973224000003e+00,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,60
2.0000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,61
2.5000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,61
2.5000000000000000e+00,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,61
2.0000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,62
2.5000000000000000e+00,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,62
2.0000000000000000e+00,-8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,62
